SIRUTA	DENLOC	CODP	JUD	SIRSUP	TIP	NIV	MED	REGIUNE	FSJ	FSL	FS2	FS3	POND	rang	fictiv
1605	MOTOR??TI                        	515514	1	1455	18	3	1	7	1	1.30E+11	130048	2007738	2.83E+17	V  	
1614	PESTE VALEA BISTRII              	515515	1	1455	18	3	1	7	1	1.30E+11	130048	2008722	3.12E+37	V  	
1623	PODURI                           	515516	1	1455	18	3	1	7	1	1.30E+11	130048	2009131	3.13E+11	V  	
1632	SORLI?A                          	515517	1	1455	18	3	1	7	1	1.30E+11	130048	2011125	3.43E+13	V  	
1641	TOMU?E?TI                        	515518	1	1455	18	3	1	7	1	1.30E+11	130048	2012124	3.63E+17	V  	
1650	VALEA BISTRII                    	515519	1	1455	18	3	1	7	1	1.30E+11	130048	2012671	3.91E+25	V  	
1669	VALEA CASELOR                    	515520	1	1455	18	3	1	7	1	1.30E+11	130048	2012694	3.91E+25	V  	
1678	VÂR?I                            	515521	1	1455	18	3	1	7	1	1.30E+11	130048	2013252	3915333323	V  	
1696	ORA? CUGIR                       	0	1	10	2	2	1	7	1	1.30E+11	1	       	3.03E+19	III	
1703	CUGIR                            	515600	1	1696	17	3	1	7	1	1.30E+11	130049	1003682	1738212333	III	
1712	BOC?ITURA                        	515601	1	1696	18	3	1	7	1	1.30E+11	130049	2001210	1.63E+17	V  	
1721	BUCURU                           	515602	1	1696	18	3	1	7	1	1.30E+11	130049	2001766	1.64E+11	V  	
1730	C?LENE                           	515603	1	1696	18	3	1	7	1	1.30E+11	130049	2002147	1.72E+11	V  	
1749	FE?ENI                           	515604	1	1696	18	3	1	7	1	1.30E+11	130049	2004710	2.02E+11	V  	
1758	GOA?ELE                          	515605	1	1696	18	3	1	7	1	1.30E+11	130049	2005361	2.13E+13	V  	
1767	MUGE?TI                          	515606	1	1696	18	3	1	7	1	1.30E+11	130049	2007784	2.84E+13	V  	
1776	VINEREA                          	515607	1	1696	18	3	1	7	1	1.30E+11	130049	2013387	3.92E+13	V  	
1794	ORA? OCNA MURE?                  	0	1	10	2	2	1	7	1	1.30E+11	1	       	3.03E+29	III	
