SIRUTA	DENLOC	CODP	JUD	SIRSUP	TIP	NIV	MED	REGIUNE	FSJ	FSL	FS2	FS3	POND	rang	fictiv
4507	C?RPINI?                         	517306	1	4482	23	3	3	7	1	1.50E+11	150024	3002269	1.72E+15	V  	
4516	RECIU                            	517307	1	4482	23	3	3	7	1	1.50E+11	150024	3009910	3319172338	V  	
4525	GÂRDA DE SUS                     	0	1	10	3	2	3	7	1	1.50E+11	1	       	2.12E+23	IV 	
4534	GÂRDA DE SUS                     	517310	1	4525	22	3	3	7	1	1.50E+11	150025	1005096	2.12E+23	IV 	
4543	BIHARIA                          	517311	1	4525	23	3	3	7	1	1.50E+11	150025	3001077	1.62E+13	V  	
4552	DEALU FRUMOS                     	517312	1	4525	23	3	3	7	1	1.50E+11	150025	3003926	1.82E+23	V  	
4561	DEALU ORDÂNCU?II                 	517313	1	4525	23	3	3	7	1	1.50E+11	150025	3003952	1.82E+31	V  	
4570	DOBRE?TI                         	517314	1	4525	23	3	3	7	1	1.50E+11	150025	3004116	1.83E+15	V  	
4598	GÂRDA SEAC?                      	517316	1	4525	23	3	3	7	1	1.50E+11	150025	3005097	2.12E+21	V  	
4589	GHE?ARI                          	517317	1	4525	23	3	3	7	1	1.50E+11	150025	3005197	2.12E+13	V  	
4605	HAN??E?TI                        	517318	1	4525	23	3	3	7	1	1.50E+11	150025	3005694	2.21E+17	V  	
4614	HUZ?RE?TI                        	517319	1	4525	23	3	3	7	1	1.50E+11	150025	3005988	2.24E+17	V  	
4623	IZVOARELE                        	517321	1	4525	23	3	3	7	1	1.50E+11	150025	3006267	2.34E+17	V  	
4632	MUNUN?                           	517322	1	4525	23	3	3	7	1	1.50E+11	150025	3007816	2.84E+11	V  	
4641	OCOALE                           	517323	1	4525	23	3	3	7	1	1.50E+11	150025	3008167	3.02E+11	V  	
4650	PLAI                             	517324	1	4525	23	3	3	7	1	1.50E+11	150025	3008943	31271323	V  	
4669	PLI?TI                           	517326	1	4525	23	3	3	7	1	1.50E+11	150025	3009001	3.13E+11	V  	
4678	SCOAR?A                          	517327	1	4525	23	3	3	7	1	1.50E+11	150025	3010746	3.42E+13	V  	
4696	SNIDE                            	517328	1	4525	23	3	3	7	1	1.50E+11	150025	3011064	3429231819	V  	
4687	SUCE?TI                          	517329	1	4525	23	3	3	7	1	1.50E+11	150025	3011385	3.44E+13	V  	
4703	HOPÂRTA                          	0	1	10	3	2	3	7	1	1.50E+11	1	       	2.23E+13	IV 	
4712	HOPÂRTA                          	517335	1	4703	22	3	3	7	1	1.50E+11	150026	1005890	2.23E+13	IV 	
4721	SILIVA?                          	517336	1	4703	23	3	3	7	1	1.50E+11	150026	3010926	3.42E+13	V  	
4730	?P?LNACA                         	517337	1	4703	23	3	3	7	1	1.50E+11	150026	3011664	1.33E+15	V  	
4749	TURDA?                           	517338	1	4703	23	3	3	7	1	1.50E+11	150026	3012293	3.64E+11	V  	
4758	VAMA SEAC?                       	517339	1	4703	23	3	3	7	1	1.50E+11	150026	3013037	3.91E+19	V  	
4767	HOREA                            	0	1	10	3	2	3	7	1	1.50E+11	1	       	2230331913	IV 	
4776	HOREA                            	517340	1	4767	22	3	3	7	1	1.50E+11	150027	1005897	2230331913	IV 	
4785	BABA                             	517341	1	4767	23	3	3	7	1	1.50E+11	150027	3000389	16131613	V  	
4794	BUTE?TI                          	517342	1	4767	23	3	3	7	1	1.50E+11	150027	3001961	1.64E+13	V  	
4801	DÂRLE?TI                         	517343	1	4767	23	3	3	7	1	1.50E+11	150027	3003886	1.82E+15	V  	
4810	FERICET                          	517344	1	4767	23	3	3	7	1	1.50E+11	150027	3004700	2.02E+13	V  	
4829	GIURGIU?                         	517346	1	4767	23	3	3	7	1	1.50E+11	150027	3005307	2.12E+15	V  	
4838	M?NCE?TI                         	517347	1	4767	23	3	3	7	1	1.50E+11	150027	3007177	2.83E+15	V  	
4847	M?TI?E?TI                        	517348	1	4767	23	3	3	7	1	1.50E+11	150027	3007266	2.83E+17	V  	
4856	NICULE?TI                        	517349	1	4767	23	3	3	7	1	1.50E+11	150027	3008036	2.92E+17	V  	
4865	P?TRU?E?TI                       	517351	1	4767	23	3	3	7	1	1.50E+11	150027	3008582	3.13E+19	V  	
4874	PETREASA                         	517352	1	4767	23	3	3	7	1	1.50E+11	150027	3008765	3.12E+15	V  	
4883	PRELUCA                          	517353	1	4767	23	3	3	7	1	1.50E+11	150027	3009479	3.13E+13	V  	
4892	TEIU                             	517354	1	4767	23	3	3	7	1	1.50E+11	150027	3011947	36192338	V  	
4909	TRIFE?TI                         	517356	1	4767	23	3	3	7	1	1.50E+11	150027	3012220	3.63E+15	V  	
4918	ZÂNZE?TI                         	517357	1	4767	23	3	3	7	1	1.50E+11	150027	3013662	4.22E+15	V  	
4927	IGHIU                            	0	1	10	3	2	3	7	1	1.50E+11	1	       	2321222338	IV 	
4936	IGHIU                            	517360	1	4927	22	3	3	7	1	1.50E+11	150028	1006097	2321222338	IV 	
4945	BUCERDEA VINOAS?                 	517361	1	4927	23	3	3	7	1	1.50E+11	150028	3001710	1.64E+31	V  	
4954	IGHIEL                           	517362	1	4927	23	3	3	7	1	1.50E+11	150028	3006094	2.32E+11	V  	
4963	?ARD                             	517363	1	4927	23	3	3	7	1	1.50E+11	150028	3011475	27133318	V  	
4972	?ELNA                            	517364	1	4927	23	3	3	7	1	1.50E+11	150028	3012355	1819272913	V  	
4981	ÎNTREGALDE                       	0	1	10	3	2	3	7	1	1.50E+11	1	       	2.43E+19	IV 	
4990	ÎNTREGALDE                       	517365	1	4981	22	3	3	7	1	1.50E+11	150029	1006328	2.43E+19	IV 	
5005	DEALU GEOAGIULUI                 	517366	1	4981	23	3	3	7	1	1.50E+11	150029	3003929	1.82E+31	V  	
5014	GHIONCANI                        	517367	1	4981	23	3	3	7	1	1.50E+11	150029	3005237	2.12E+17	V  	
5023	ILIE?TI                          	517368	1	4981	23	3	3	7	1	1.50E+11	150029	3006123	2.33E+13	V  	
5032	IV?NI?                           	517369	1	4981	23	3	3	7	1	1.50E+11	150029	3006242	2.34E+11	V  	
5041	M?RINE?TI                        	517371	1	4981	23	3	3	7	1	1.50E+11	150029	3007230	2.83E+17	V  	
5050	MODOLE?TI                        	517372	1	4981	23	3	3	7	1	1.50E+11	150029	3007626	2.83E+17	V  	
5069	NECRILE?TI                       	517373	1	4981	23	3	3	7	1	1.50E+11	150029	3007914	2.92E+19	V  	
5078	POPE?TI                          	517374	1	4981	23	3	3	7	1	1.50E+11	150029	3009358	3.13E+13	V  	
5087	SFÂRCEA                          	517376	1	4981	23	3	3	7	1	1.50E+11	150029	3010868	3.42E+13	V  	
5096	TEC?E?TI                         	517377	1	4981	23	3	3	7	1	1.50E+11	150029	3011934	3.62E+15	V  	
5103	JIDVEI                           	0	1	10	3	2	3	7	1	1.50E+11	1	       	2.52E+11	IV 	
5112	JIDVEI                           	517385	1	5103	22	3	3	7	1	1.50E+11	150030	1006365	2.52E+11	IV 	
5121	B?LCACIU                         	517386	1	5103	23	3	3	7	1	1.50E+11	150030	3000655	1.62E+15	V  	
5130	C?PÂLNA DE JOS                   	517387	1	5103	23	3	3	7	1	1.50E+11	150030	3002222	1.72E+27	V  	
5149	FEISA                            	517388	1	5103	23	3	3	7	1	1.50E+11	150030	3004672	2019233413	V  	
5158	VESEU?                           	517389	1	5103	23	3	3	7	1	1.50E+11	150030	3013307	3.92E+11	V  	
5167	LIVEZILE                         	0	1	10	3	2	3	7	1	1.50E+11	1	       	2.72E+15	IV 	
5176	LIVEZILE                         	517390	1	5167	22	3	3	7	1	1.50E+11	150031	1006702	2.72E+15	IV 	
5185	IZVOARELE                        	517391	1	5167	23	3	3	7	1	1.50E+11	150031	3006270	2.34E+17	V  	
5194	POIANA AIUDULUI                  	517392	1	5167	23	3	3	7	1	1.50E+11	150031	3009194	3.13E+29	V  	
5201	V?LI?OARA                        	517393	1	5167	23	3	3	7	1	1.50E+11	150031	3013140	3.94E+17	V  	
5210	LOPADEA NOU?                     	0	1	10	3	2	3	7	1	1.50E+11	1	       	2.73E+23	IV 	
5229	LOPADEA NOU?                     	517395	1	5210	22	3	3	7	1	1.50E+11	150032	1006719	2.73E+23	IV 	
5238	ASINIP                           	517396	1	5210	23	3	3	7	1	1.50E+11	150032	3000349	1.33E+11	V  	
5256	B?G?U                            	517397	1	5210	23	3	3	7	1	1.50E+11	150032	3000591	1616212138	V  	
5247	BE?A                             	517398	1	5210	23	3	3	7	1	1.50E+11	150032	3001038	16191913	V  	
5265	CICÂRD                           	517399	1	5210	23	3	3	7	1	1.50E+11	150032	3002728	1.72E+11	V  	
5274	CIUGUZEL                         	517401	1	5210	23	3	3	7	1	1.50E+11	150032	3002889	1.72E+15	V  	
5283	OCNI?OARA                        	517402	1	5210	23	3	3	7	1	1.50E+11	150032	3008163	3.02E+17	V  	
5292	ODVEREM                          	517403	1	5210	23	3	3	7	1	1.50E+11	150032	3008195	3.02E+13	V  	
5309	LUNCA MURE?ULUI                  	0	1	10	3	2	3	7	1	1.50E+11	1	       	2.74E+29	IV 	
5318	LUNCA MURE?ULUI                  	517405	1	5309	22	3	3	7	1	1.50E+11	150033	1006844	2.74E+29	IV 	
5327	GURA ARIE?ULUI                   	517406	1	5309	23	3	3	7	1	1.50E+11	150033	3005586	2.14E+27	V  	
5336	LUP?A                            	0	1	10	3	2	3	7	1	1.50E+11	1	       	2738313113	IV 	
5345	LUP?A                            	517410	1	5336	22	3	3	7	1	1.50E+11	150034	1006908	2738313113	IV 	
5354	BÂRDE?TI                         	517411	1	5336	23	3	3	7	1	1.50E+11	150034	3000827	1.62E+15	V  	
5363	BÂRZAN                           	517412	1	5336	23	3	3	7	1	1.50E+11	150034	3000875	1.62E+11	V  	
5372	CURM?TUR?                        	517413	1	5336	23	3	3	7	1	1.50E+11	150034	3003730	1.74E+17	V  	
5381	DUP? DEAL                        	517414	1	5336	23	3	3	7	1	1.50E+11	150034	3004473	1.84E+17	V  	
5390	GEAM?NA                          	517416	1	5336	23	3	3	7	1	1.50E+11	150034	3005123	2.12E+13	V  	
5407	H?D?R?U                          	517417	1	5336	23	3	3	7	1	1.50E+11	150034	3005713	2.22E+13	V  	
5416	HOLOBANI                         	517418	1	5336	23	3	3	7	1	1.50E+11	150034	3005872	2.23E+15	V  	
5425	LAZURI                           	517419	1	5336	23	3	3	7	1	1.50E+11	150034	3006479	2.71E+11	V  	
5434	LUNCA                            	517421	1	5336	23	3	3	7	1	1.50E+11	150034	3006795	2738291713	V  	
5443	M?N?STIRE                        	517422	1	5336	23	3	3	7	1	1.50E+11	150034	3007163	2.83E+17	V  	
5452	M?RGAIA                          	517423	1	5336	23	3	3	7	1	1.50E+11	150034	3007214	2.83E+13	V  	
5461	MU?CA                            	517424	1	5336	23	3	3	7	1	1.50E+11	150034	3007841	2838381713	V  	
5489	PÂRÂU-C?RBUN?RI                  	517426	1	5336	23	3	3	7	1	1.50E+11	150034	3008648	3.12E+29	V  	
5470	PI?IGA                           	517427	1	5336	23	3	3	7	1	1.50E+11	150034	3008936	3.12E+11	V  	
5498	PO?OGANI                         	517428	1	5336	23	3	3	7	1	1.50E+11	150034	3009409	3.13E+15	V  	
5504	?ASA                             	517429	1	5336	23	3	3	7	1	1.50E+11	150034	3011482	23133413	V  	
5513	TRIFE?TI                         	517431	1	5336	23	3	3	7	1	1.50E+11	150034	3012219	3.63E+15	V  	
5522	VALEA HOLHORII                   	517432	1	5336	23	3	3	7	1	1.50E+11	150034	3012758	3.91E+27	V  	
5531	VALEA LUP?II                     	517433	1	5336	23	3	3	7	1	1.50E+11	150034	3012809	3.91E+23	V  	
5540	VALEA ?ESII                      	517434	1	5336	23	3	3	7	1	1.50E+11	150034	3012983	3.91E+21	V  	
5559	V?I                              	517436	1	5336	23	3	3	7	1	1.50E+11	150034	3013090	393923	V  	
5568	VIN?A                            	517437	1	5336	23	3	3	7	1	1.50E+11	150034	3013397	3923292913	V  	
5577	METE?                            	0	1	10	3	2	3	7	1	1.50E+11	1	       	2819361919	IV 	
5586	METE?                            	517445	1	5577	22	3	3	7	1	1.50E+11	150035	1007400	2819361919	IV 	
5595	AMPOI?A                          	517446	1	5577	23	3	3	7	1	1.50E+11	150035	3000201	1.33E+13	V  	
5602	ISCA                             	517447	1	5577	23	3	3	7	1	1.50E+11	150035	3006208	23341713	V  	
5611	LUNCA AMPOI?EI                   	517448	1	5577	23	3	3	7	1	1.50E+11	150035	3006811	2.74E+27	V  	
5620	LUNCA METE?ULUI                  	517449	1	5577	23	3	3	7	1	1.50E+11	150035	3006842	2.74E+29	V  	
5639	P?DUREA                          	517451	1	5577	23	3	3	7	1	1.50E+11	150035	3008482	3.13E+13	V  	
5648	POIANA AMPOIULUI                 	517452	1	5577	23	3	3	7	1	1.50E+11	150035	3009195	3.13E+31	V  	
5657	POIANA URSULUI                   	517453	1	5577	23	3	3	7	1	1.50E+11	150035	3009247	3.13E+27	V  	
5666	PRESACA AMPOIULUI                	517454	1	5577	23	3	3	7	1	1.50E+11	150035	3009492	3.13E+33	V  	
5675	REMETEA                          	517456	1	5577	23	3	3	7	1	1.50E+11	150035	3009935	3.32E+13	V  	
5684	T?U?I                            	517457	1	5577	23	3	3	7	1	1.50E+11	150035	3011868	3636383823	V  	
5693	V?LENI                           	517458	1	5577	23	3	3	7	1	1.50E+11	150035	3013115	3.94E+11	V  	
5700	MIHAL?                           	0	1	10	3	2	3	7	1	1.50E+11	1	       	2.82E+11	IV 	
5719	MIHAL?                           	517465	1	5700	22	3	3	7	1	1.50E+11	150036	1007467	2.82E+11	IV 	
5728	CISTEI                           	517466	1	5700	23	3	3	7	1	1.50E+11	150036	3002866	1.72E+11	V  	
5737	OBREJA                           	517467	1	5700	23	3	3	7	1	1.50E+11	150036	3008142	3.02E+11	V  	
5746	Z?RIE?                           	517468	1	5700	23	3	3	7	1	1.50E+11	150036	3013638	4.24E+11	V  	
5755	MIR?SL?U                         	0	1	10	3	2	3	7	1	1.50E+11	1	       	2.82E+15	IV 	
5764	MIR?SL?U                         	517470	1	5755	22	3	3	7	1	1.50E+11	150037	1007538	2.82E+15	IV 	
5773	CIC?U                            	517471	1	5755	23	3	3	7	1	1.50E+11	150037	3002727	1723171738	V  	
5782	DECEA                            	517472	1	5755	23	3	3	7	1	1.50E+11	150037	3003971	1819171913	V  	
5791	LOPADEA VECHE                    	517473	1	5755	23	3	3	7	1	1.50E+11	150037	3006720	2.73E+25	V  	
5808	ORMENI?                          	517474	1	5755	23	3	3	7	1	1.50E+11	150037	3008335	3.03E+13	V  	
5817	RACHI?                           	517476	1	5755	23	3	3	7	1	1.50E+11	150037	3009648	3.31E+11	V  	
5826	MOGO?                            	0	1	10	3	2	3	7	1	1.50E+11	1	       	2830213030	IV 	
5835	MOGO?                            	517480	1	5826	22	3	3	7	1	1.50E+11	150038	1007636	2830213030	IV 	
5844	B?RBE?TI                         	517481	1	5826	23	3	3	7	1	1.50E+11	150038	3000759	1.62E+15	V  	
5853	BÂRLE?TI                         	517482	1	5826	23	3	3	7	1	1.50E+11	150038	3000839	1.62E+15	V  	
5862	BÂRLE?TI-C?TUN                   	517483	1	5826	23	3	3	7	1	1.50E+11	150038	3000841	1.62E+27	V  	
5871	BÂRZOGANI                        	517484	1	5826	23	3	3	7	1	1.50E+11	150038	3000884	1.62E+17	V  	
5880	BOCE?TI                          	517486	1	5826	23	3	3	7	1	1.50E+11	150038	3001197	1.63E+13	V  	
5899	BOGD?NE?TI                       	517487	1	5826	23	3	3	7	1	1.50E+11	150038	3001265	1.63E+19	V  	
5906	BUTE?TI                          	517488	1	5826	23	3	3	7	1	1.50E+11	150038	3001960	1.64E+13	V  	
5915	COJOCANI                         	517489	1	5826	23	3	3	7	1	1.50E+11	150038	3003055	1.73E+15	V  	
5924	CRISTE?TI                        	517491	1	5826	23	3	3	7	1	1.50E+11	150038	3003573	1.73E+17	V  	
5933	M?M?LIGANI                       	517492	1	5826	23	3	3	7	1	1.50E+11	150038	3007157	2.83E+19	V  	
5942	NEGRE?TI                         	517493	1	5826	23	3	3	7	1	1.50E+11	150038	3007954	2.92E+15	V  	
5951	ONCE?TI                          	517494	1	5826	23	3	3	7	1	1.50E+11	150038	3008274	3.03E+13	V  	
5960	POIENILE-MOGO?                   	517496	1	5826	23	3	3	7	1	1.50E+11	150038	3009291	3.13E+27	V  	
5979	TOME?TI                          	517497	1	5826	23	3	3	7	1	1.50E+11	150038	3012108	3.63E+13	V  	
5997	VALEA BARNII                     	517498	1	5826	23	3	3	7	1	1.50E+11	150038	3012663	3.91E+23	V  	
5988	VALEA BÂRLU?E?TI                 	517499	1	5826	23	3	3	7	1	1.50E+11	150038	3012666	3.91E+31	V  	
6002	VALEA COCE?TI                    	517501	1	5826	23	3	3	7	1	1.50E+11	150038	3012711	3.91E+25	V  	
6011	VALEA GIOGE?TI                   	517502	1	5826	23	3	3	7	1	1.50E+11	150038	3012749	3.91E+27	V  	
6020	VALEA MLACII                     	517503	1	5826	23	3	3	7	1	1.50E+11	150038	3012869	3.91E+23	V  	
6039	VALEA ?UPILOR                    	517504	1	5826	23	3	3	7	1	1.50E+11	150038	3012994	3.91E+25	V  	
6048	NO?LAC                           	0	1	10	3	2	3	7	1	1.50E+11	1	       	2.93E+11	IV 	
6057	NO?LAC                           	517515	1	6048	22	3	3	7	1	1.50E+11	150043	1008077	2.93E+11	IV 	
6066	C?PT?LAN                         	517516	1	6048	23	3	3	7	1	1.50E+11	150043	3002237	1.72E+15	V  	
6075	COPAND                           	517517	1	6048	23	3	3	7	1	1.50E+11	150043	3003171	1.73E+11	V  	
6084	G?BUD                            	517518	1	6048	23	3	3	7	1	1.50E+11	150043	3004997	2121163818	V  	
6093	STÂNA DE MURE?                   	517519	1	6048	23	3	3	7	1	1.50E+11	150043	3011211	3.44E+27	V  	
6100	VALEA CIUCIULUI                  	517521	1	6048	23	3	3	7	1	1.50E+11	150043	3012709	3.91E+29	V  	
6119	OCOLI?                           	0	1	10	3	2	3	7	1	1.50E+11	1	       	3.02E+11	IV 	
6128	OCOLI?                           	517525	1	6119	22	3	3	7	1	1.50E+11	150044	1008168	3.02E+11	IV 	
6137	LUNCA LARG?                      	517526	1	6119	23	3	3	7	1	1.50E+11	150044	3006837	2.74E+21	V  	
6146	RUNC                             	517527	1	6119	23	3	3	7	1	1.50E+11	150044	3010162	33382917	V  	
6155	VIDOLM                           	517528	1	6119	23	3	3	7	1	1.50E+11	150044	3013338	3.92E+11	V  	
6164	OHABA                            	0	1	10	3	2	3	7	1	1.50E+11	1	       	3022131613	IV 	
6173	OHABA                            	517530	1	6164	22	3	3	7	1	1.50E+11	150045	1008211	3022131613	IV 	
6182	COLIBI                           	517531	1	6164	23	3	3	7	1	1.50E+11	150045	3003079	1.73E+11	V  	
6191	M?GHIERAT                        	517532	1	6164	23	3	3	7	1	1.50E+11	150045	3007085	2.83E+17	V  	
6208	SEC??EL                          	517533	1	6164	23	3	3	7	1	1.50E+11	150045	3010805	3.42E+13	V  	
6217	PIANU                            	0	1	10	3	2	3	7	1	1.50E+11	1	       	3123132938	IV 	
6226	PIANU DE SUS                     	517537	1	6217	22	3	3	7	1	1.50E+11	150053	1008814	3.12E+23	IV 	
6235	PIANU DE JOS                     	517536	1	6217	23	3	3	7	1	1.50E+11	150053	3008813	3.12E+23	V  	
6244	PLAIURI                          	517538	1	6217	23	3	3	7	1	1.50E+11	150053	3008954	3.13E+13	V  	
6253	PURC?RE?I                        	517539	1	6217	23	3	3	7	1	1.50E+11	150053	3009617	3.14E+17	V  	
6262	STRUNGARI                        	517541	1	6217	23	3	3	7	1	1.50E+11	150053	3011353	3.44E+17	V  	
6271	POIANA VADULUI                   	0	1	10	3	2	3	7	1	1.50E+11	1	       	3.13E+27	IV 	
6280	POIANA VADULUI                   	517545	1	6271	22	3	3	7	1	1.50E+11	150054	1009248	3.13E+27	IV 	
6299	COSTE?TI                         	517546	1	6271	23	3	3	7	1	1.50E+11	150054	3003345	1.73E+15	V  	
6306	DUDUIENI                         	517547	1	6271	23	3	3	7	1	1.50E+11	150054	3004372	1.84E+15	V  	
6315	F?GETU DE JOS                    	517548	1	6271	23	3	3	7	1	1.50E+11	150054	3004565	2.02E+25	V  	
6324	F?GETU DE SUS                    	517549	1	6271	23	3	3	7	1	1.50E+11	150054	3004566	2.02E+25	V  	
6333	H?N??E?TI                        	517551	1	6271	23	3	3	7	1	1.50E+11	150054	3005731	2.22E+17	V  	
6342	LUP?IE?TI                        	517552	1	6271	23	3	3	7	1	1.50E+11	150054	3006891	2.74E+17	V  	
6351	MORC?NE?TI                       	517553	1	6271	23	3	3	7	1	1.50E+11	150054	3007693	2.83E+19	V  	
6360	P??TE?TI                         	517554	1	6271	23	3	3	7	1	1.50E+11	150054	3008569	3.13E+15	V  	
6379	PETELEI                          	517556	1	6271	23	3	3	7	1	1.50E+11	150054	3008750	3.12E+13	V  	
6388	ST?NE?TI                         	517557	1	6271	23	3	3	7	1	1.50E+11	150054	3011185	3.44E+15	V  	
6397	PONOR                            	0	1	10	3	2	3	7	1	1.50E+11	1	       	3130293033	IV 	
6404	PONOR                            	517565	1	6397	22	3	3	7	1	1.50E+11	150055	1009329	3130293033	IV 	
6413	DUPA DEAL                        	517566	1	6397	23	3	3	7	1	1.50E+11	150055	3004472	1.84E+17	V  	
6422	GEOGEL                           	517567	1	6397	23	3	3	7	1	1.50E+11	150055	3005141	2.12E+11	V  	
6431	M?C?RE?TI                        	517568	1	6397	23	3	3	7	1	1.50E+11	150055	3007052	2.83E+17	V  	
6459	VALE IN JOS                      	517569	1	6397	23	3	3	7	1	1.50E+11	150055	3012640	3.91E+21	V  	
6440	VALEA BUCURULUI                  	517571	1	6397	23	3	3	7	1	1.50E+11	150055	3012684	3.91E+29	V  	
6468	PO?AGA                           	0	1	10	3	2	3	7	1	1.50E+11	1	       	3.13E+11	IV 	
6477	PO?AGA DE JOS                    	517581	1	6468	22	3	3	7	1	1.50E+11	150056	1009407	3.13E+25	IV 	
6486	COR?E?TI                         	517576	1	6468	23	3	3	7	1	1.50E+11	150056	3003310	1.73E+15	V  	
6495	INCE?TI                          	517577	1	6468	23	3	3	7	1	1.50E+11	150056	3006145	2.33E+13	V  	
6501	LUNCA                            	517578	1	6468	23	3	3	7	1	1.50E+11	150056	3006786	2738291713	V  	
6510	OR??TI                           	517579	1	6468	23	3	3	7	1	1.50E+11	150056	3008311	3.03E+11	V  	
6529	PO?AGA DE SUS                    	517582	1	6468	23	3	3	7	1	1.50E+11	150056	3009408	3.13E+25	V  	
6538	S?GAGEA                          	517583	1	6468	23	3	3	7	1	1.50E+11	150056	3010244	3.41E+13	V  	
6547	R?DE?TI                          	0	1	10	3	2	3	7	1	1.50E+11	1	       	3.33E+13	IV 	
6556	R?DE?TI                          	517585	1	6547	22	3	3	7	1	1.50E+11	150057	1009768	3.33E+13	IV 	
6565	LEORIN?                          	517586	1	6547	23	3	3	7	1	1.50E+11	150057	3006575	2.72E+13	V  	
6574	ME?CREAC                         	517587	1	6547	23	3	3	7	1	1.50E+11	150057	3007396	2.82E+15	V  	
6583	?OIMU?                           	517588	1	6547	23	3	3	7	1	1.50E+11	150057	3011631	1.73E+11	V  	
6627	RÂME?                            	0	1	10	3	2	3	7	1	1.50E+11	1	       	3315281919	IV 	
6636	RÂME?                            	517590	1	6627	22	3	3	7	1	1.50E+11	150058	1009848	3315281919	IV 	
6645	BO?ANI                           	517591	1	6627	23	3	3	7	1	1.50E+11	150058	3001462	1.63E+11	V  	
6654	BR?DE?TI                         	517592	1	6627	23	3	3	7	1	1.50E+11	150058	3001552	1.63E+15	V  	
6663	CHEIA                            	517593	1	6627	23	3	3	7	1	1.50E+11	150058	3002575	1722192313	V  	
6672	COTOR??TI                        	517594	1	6627	23	3	3	7	1	1.50E+11	150058	3003421	1.73E+17	V  	
6681	FLORE?TI                         	517596	1	6627	23	3	3	7	1	1.50E+11	150058	3004787	2.03E+15	V  	
6690	OLTENI                           	517597	1	6627	23	3	3	7	1	1.50E+11	150058	3008263	3.03E+11	V  	
6707	VALEA F?GETULUI                  	517598	1	6627	23	3	3	7	1	1.50E+11	150058	3012740	3.91E+29	V  	
6716	VALEA INZELULUI                  	517599	1	6627	23	3	3	7	1	1.50E+11	150058	3012765	3.91E+29	V  	
6725	VALEA M?N?STIRII                 	517601	1	6627	23	3	3	7	1	1.50E+11	150058	3012852	3.91E+31	V  	
6734	VALEA POIENII                    	517602	1	6627	23	3	3	7	1	1.50E+11	150058	3012907	3.91E+25	V  	
6743	VALEA UZEI                       	517603	1	6627	23	3	3	7	1	1.50E+11	150058	3013012	3.91E+19	V  	
6752	VL?DE?TI                         	517604	1	6627	23	3	3	7	1	1.50E+11	150058	3013475	3.93E+15	V  	
6592	RIMETEA                          	0	1	10	3	2	3	7	1	1.50E+11	1	       	3.32E+13	IV 	
6609	RIMETEA                          	517610	1	6592	22	3	3	7	1	1.50E+11	150059	1009973	3.32E+13	IV 	
6618	COL?E?TI                         	517611	1	6592	23	3	3	7	1	1.50E+11	150059	3003100	1.73E+15	V  	
6930	RO?IA DE SECA?                   	0	1	10	3	2	3	7	1	1.50E+11	1	       	3.33E+27	IV 	
6949	RO?A DE SECA?                    	517640	1	6930	22	3	3	7	1	1.50E+11	150060	1010069	3.33E+25	IV 	
6958	T?U                              	517641	1	6930	23	3	3	7	1	1.50E+11	150060	3011853	363638	V  	
6967	UNGUREI                          	517642	1	6930	23	3	3	7	1	1.50E+11	150060	3012491	3.83E+13	V  	
6761	RO?IA MONTAN?                    	0	1	10	3	2	3	7	1	1.50E+11	1	       	3.33E+25	IV 	
6770	RO?IA MONTAN?                    	517615	1	6761	22	3	3	7	1	1.50E+11	150061	1010071	3.33E+25	IV 	
6789	B?LMO?E?TI                       	517616	1	6761	23	3	3	7	1	1.50E+11	150061	3000674	1.62E+19	V  	
6798	BLIDE?TI                         	517617	1	6761	23	3	3	7	1	1.50E+11	150061	3001164	1.63E+15	V  	
6805	BUNTA                            	517618	1	6761	23	3	3	7	1	1.50E+11	150061	3001901	1638293613	V  	
6814	C?RPINI?                         	517619	1	6761	23	3	3	7	1	1.50E+11	150061	3002267	1.72E+15	V  	
6823	COASTA HEN?II                    	517621	1	6761	23	3	3	7	1	1.50E+11	150061	3002991	1.73E+25	V  	
6832	CORNA                            	517622	1	6761	23	3	3	7	1	1.50E+11	150061	3003238	1730332913	V  	
6841	CUR?TURI                         	517623	1	6761	23	3	3	7	1	1.50E+11	150061	3003713	1.74E+15	V  	
6850	D?ROAIA                          	517624	1	6761	23	3	3	7	1	1.50E+11	150061	3003855	1.82E+13	V  	
6869	GÂRDA-B?RBULE?TI                 	517626	1	6761	23	3	3	7	1	1.50E+11	150061	3005098	2.12E+31	V  	
6878	GURA RO?IEI                      	517627	1	6761	23	3	3	7	1	1.50E+11	150061	3005622	2.14E+21	V  	
6887	IACOBE?TI                        	517628	1	6761	23	3	3	7	1	1.50E+11	150061	3006001	2.31E+17	V  	
6896	IGN??E?TI                        	517629	1	6761	23	3	3	7	1	1.50E+11	150061	3006101	2.32E+17	V  	
6903	?OAL                             	517631	1	6761	23	3	3	7	1	1.50E+11	150061	3011616	23301327	V  	
6912	?ARINA                           	517632	1	6761	23	3	3	7	1	1.50E+11	150061	3012329	2.71E+11	V  	
6921	VÂRTOP                           	517633	1	6761	23	3	3	7	1	1.50E+11	150061	3013265	3.92E+11	V  	
6976	S?LCIUA                          	0	1	10	3	2	3	7	1	1.50E+11	1	       	3.43E+13	IV 	
6985	S?LCIUA DE JOS                   	517648	1	6976	22	3	3	7	1	1.50E+11	150062	1010437	3.43E+27	IV 	
